REF_AREA,MEASURE,POP_GROUP,UNIT_MEASURE,FREQUENCY,TIME_PERIOD,OBS_VALUE
ARG,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,2018,20.4
AUS,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,1997,16.0
AUS,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,1998,14.9
AUS,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,1999,13.6
AUS,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,2000,13.2
AUS,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,2001,13.0
AUS,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,2002,12.7
AUS,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,2003,12.6
AUS,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,2004,12.3
AUS,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,2005,11.4
AUS,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,2006,11.4
AUS,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,2007,10.5
AUS,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,2008,10.4
AUS,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,2009,12.3
AUS,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,2010,11.8
AUS,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,2011,11.5
AUS,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,2012,11.7
AUS,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,2013,13.0
AUS,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,2014,12.6
AUS,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,2015,11.8
AUS,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,2016,11.4
AUS,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,2017,10.9
AUS,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,2018,10.8
AUS,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,2019,10.4
AUS,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,2020,14.2
AUT,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,2004,12.4
AUT,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,2005,11.4
AUT,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,2006,12.0
AUT,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,2007,11.3
AUT,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,2008,10.7
AUT,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,2009,11.4
AUT,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,2010,11.7
AUT,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,2011,10.3
AUT,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,2012,10.3
AUT,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,2013,10.7
AUT,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,2014,11.6
AUT,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,2015,10.4
AUT,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,2016,10.9
AUT,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,2017,10.8
AUT,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,2018,11.1
AUT,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,2019,10.4
AUT,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,2020,11.6
BEL,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,1997,15.2
BEL,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,1998,15.4
BEL,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,1999,14.3
BEL,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,2000,12.9
BEL,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,2001,11.7
BEL,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,2002,14.0
BEL,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,2003,14.4
BEL,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,2004,14.0
BEL,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,2005,14.2
BEL,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,2006,13.9
BEL,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,2007,12.7
BEL,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,2008,12.1
BEL,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,2009,12.7
BEL,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,2010,14.2
BEL,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,2011,13.9
BEL,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,2012,15.0
BEL,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,2013,15.0
BEL,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,2014,15.0
BEL,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,2015,13.8
BEL,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,2016,13.0
BEL,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,2017,13.2
BEL,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,2018,12.8
BEL,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,2019,12.6
BEL,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,2020,12.5
BRA,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,2007,19.9
BRA,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,2008,19.0
BRA,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,2009,19.6
BRA,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,2011,19.3
BRA,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,2012,20.0
BRA,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,2013,20.3
BRA,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,2014,20.0
BRA,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,2015,22.5
BRA,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,2016,23.7
BRA,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,2017,25.0
BRA,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,2018,24.9
BRA,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,2019,24.1
BRA,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,2020,29.3
CAN,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,1997,15.8
CAN,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,1998,15.1
CAN,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,1999,14.1
CAN,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,2000,13.7
CAN,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,2001,13.1
CAN,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,2002,13.5
CAN,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,2003,12.9
CAN,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,2004,13.0
CAN,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,2005,12.3
CAN,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,2006,12.0
CAN,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,2007,12.1
CAN,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,2008,11.9
CAN,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,2009,13.4
CAN,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,2010,13.7
CAN,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,2011,13.4
CAN,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,2012,13.4
CAN,A3_5,YOUTH_15T29,PT_POP_Y15T29,A,2013,12.5
