date,date_name,variable_name,value,age,category,measure_type,group
2011-05-01,Apr-Jun 2011,YBYK,200230.49869848095,25-49,Over 6 and up to 12 months,level,People
2011-06-01,May-Jul 2011,YBYK,199990.09658408095,25-49,Over 6 and up to 12 months,level,People
2011-07-01,Jun-Aug 2011,YBYK,209474.29715508153,25-49,Over 6 and up to 12 months,level,People
2011-08-01,Jul-Sep 2011,YBYK,220034.77295671782,25-49,Over 6 and up to 12 months,level,People
2011-09-01,Aug-Oct 2011,YBYK,222473.39397981105,25-49,Over 6 and up to 12 months,level,People
2011-10-01,Sep-Nov 2011,YBYK,235356.3963268862,25-49,Over 6 and up to 12 months,level,People
2011-11-01,Oct-Dec 2011,YBYK,229049.17398920766,25-49,Over 6 and up to 12 months,level,People
2011-12-01,Nov-Jan 2012,YBYK,229820.6943902222,25-49,Over 6 and up to 12 months,level,People
2012-01-01,Dec-Feb 2012,YBYK,227073.3856315642,25-49,Over 6 and up to 12 months,level,People
2012-02-01,Jan-Mar 2012,YBYK,233516.7622489815,25-49,Over 6 and up to 12 months,level,People
2012-03-01,Feb-Apr 2012,YBYK,228193.74950080775,25-49,Over 6 and up to 12 months,level,People
2012-04-01,Mar-May 2012,YBYK,218630.19833288988,25-49,Over 6 and up to 12 months,level,People
2012-05-01,Apr-Jun 2012,YBYK,218986.82409682288,25-49,Over 6 and up to 12 months,level,People
2012-06-01,May-Jul 2012,YBYK,214750.06397654524,25-49,Over 6 and up to 12 months,level,People
2012-07-01,Jun-Aug 2012,YBYK,214509.3510273425,25-49,Over 6 and up to 12 months,level,People
2012-08-01,Jul-Sep 2012,YBYK,199886.74129591344,25-49,Over 6 and up to 12 months,level,People
2012-09-01,Aug-Oct 2012,YBYK,206751.40244204464,25-49,Over 6 and up to 12 months,level,People
2012-10-01,Sep-Nov 2012,YBYK,199422.67994421237,25-49,Over 6 and up to 12 months,level,People
2012-11-01,Oct-Dec 2012,YBYK,209163.71318451132,25-49,Over 6 and up to 12 months,level,People
2012-12-01,Nov-Jan 2013,YBYK,221270.38095432223,25-49,Over 6 and up to 12 months,level,People
2013-01-01,Dec-Feb 2013,YBYK,221863.36018652807,25-49,Over 6 and up to 12 months,level,People
2013-02-01,Jan-Mar 2013,YBYK,208487.9846617953,25-49,Over 6 and up to 12 months,level,People
2013-03-01,Feb-Apr 2013,YBYK,192240.6827577216,25-49,Over 6 and up to 12 months,level,People
2013-04-01,Mar-May 2013,YBYK,195556.2100370868,25-49,Over 6 and up to 12 months,level,People
2013-05-01,Apr-Jun 2013,YBYK,194779.47460171644,25-49,Over 6 and up to 12 months,level,People
2013-06-01,May-Jul 2013,YBYK,208732.12626002,25-49,Over 6 and up to 12 months,level,People
2013-07-01,Jun-Aug 2013,YBYK,201770.29471686872,25-49,Over 6 and up to 12 months,level,People
2013-08-01,Jul-Sep 2013,YBYK,198884.1777269098,25-49,Over 6 and up to 12 months,level,People
2013-09-01,Aug-Oct 2013,YBYK,170766.3825335801,25-49,Over 6 and up to 12 months,level,People
2013-10-01,Sep-Nov 2013,YBYK,168962.61220839666,25-49,Over 6 and up to 12 months,level,People
2013-11-01,Oct-Dec 2013,YBYK,170015.88742604823,25-49,Over 6 and up to 12 months,level,People
2013-12-01,Nov-Jan 2014,YBYK,170685.14521006122,25-49,Over 6 and up to 12 months,level,People
2014-01-01,Dec-Feb 2014,YBYK,159404.15324725697,25-49,Over 6 and up to 12 months,level,People
2014-02-01,Jan-Mar 2014,YBYK,151667.25775538175,25-49,Over 6 and up to 12 months,level,People
2014-03-01,Feb-Apr 2014,YBYK,152311.92621162496,25-49,Over 6 and up to 12 months,level,People
2014-04-01,Mar-May 2014,YBYK,163165.41243998276,25-49,Over 6 and up to 12 months,level,People
2014-05-01,Apr-Jun 2014,YBYK,161462.66563993943,25-49,Over 6 and up to 12 months,level,People
2014-06-01,May-Jul 2014,YBYK,155624.56626361609,25-49,Over 6 and up to 12 months,level,People
2014-07-01,Jun-Aug 2014,YBYK,151446.2445544991,25-49,Over 6 and up to 12 months,level,People
2014-08-01,Jul-Sep 2014,YBYK,156063.28342908062,25-49,Over 6 and up to 12 months,level,People
2014-09-01,Aug-Oct 2014,YBYK,165914.98580289067,25-49,Over 6 and up to 12 months,level,People
2014-10-01,Sep-Nov 2014,YBYK,147142.87935665893,25-49,Over 6 and up to 12 months,level,People
2014-11-01,Oct-Dec 2014,YBYK,144329.7746986936,25-49,Over 6 and up to 12 months,level,People
2014-12-01,Nov-Jan 2015,YBYK,135657.0064023265,25-49,Over 6 and up to 12 months,level,People
2015-01-01,Dec-Feb 2015,YBYK,133038.46381127142,25-49,Over 6 and up to 12 months,level,People
2015-02-01,Jan-Mar 2015,YBYK,129221.41693921853,25-49,Over 6 and up to 12 months,level,People
2015-03-01,Feb-Apr 2015,YBYK,133716.08077598957,25-49,Over 6 and up to 12 months,level,People
2015-04-01,Mar-May 2015,YBYK,137118.57862887572,25-49,Over 6 and up to 12 months,level,People
2015-05-01,Apr-Jun 2015,YBYK,134612.20825993805,25-49,Over 6 and up to 12 months,level,People
2015-06-01,May-Jul 2015,YBYK,123587.33359236116,25-49,Over 6 and up to 12 months,level,People
2015-07-01,Jun-Aug 2015,YBYK,125425.88456712622,25-49,Over 6 and up to 12 months,level,People
2015-08-01,Jul-Sep 2015,YBYK,124021.3509758092,25-49,Over 6 and up to 12 months,level,People
2015-09-01,Aug-Oct 2015,YBYK,119993.14415836876,25-49,Over 6 and up to 12 months,level,People
2015-10-01,Sep-Nov 2015,YBYK,117276.30328929026,25-49,Over 6 and up to 12 months,level,People
2015-11-01,Oct-Dec 2015,YBYK,116188.01342255456,25-49,Over 6 and up to 12 months,level,People
2015-12-01,Nov-Jan 2016,YBYK,118420.16373890956,25-49,Over 6 and up to 12 months,level,People
2016-01-01,Dec-Feb 2016,YBYK,117698.44296754847,25-49,Over 6 and up to 12 months,level,People
2016-02-01,Jan-Mar 2016,YBYK,116468.68676273941,25-49,Over 6 and up to 12 months,level,People
2016-03-01,Feb-Apr 2016,YBYK,111119.38188690557,25-49,Over 6 and up to 12 months,level,People
2016-04-01,Mar-May 2016,YBYK,100547.39246214504,25-49,Over 6 and up to 12 months,level,People
2016-05-01,Apr-Jun 2016,YBYK,108274.20391742169,25-49,Over 6 and up to 12 months,level,People
2016-06-01,May-Jul 2016,YBYK,106583.2988499846,25-49,Over 6 and up to 12 months,level,People
2016-07-01,Jun-Aug 2016,YBYK,118898.05838451197,25-49,Over 6 and up to 12 months,level,People
2016-08-01,Jul-Sep 2016,YBYK,108361.77720011643,25-49,Over 6 and up to 12 months,level,People
2016-09-01,Aug-Oct 2016,YBYK,107922.21559904834,25-49,Over 6 and up to 12 months,level,People
2016-10-01,Sep-Nov 2016,YBYK,105763.45048364613,25-49,Over 6 and up to 12 months,level,People
2016-11-01,Oct-Dec 2016,YBYK,107110.50949428848,25-49,Over 6 and up to 12 months,level,People
2016-12-01,Nov-Jan 2017,YBYK,104163.1330875457,25-49,Over 6 and up to 12 months,level,People
2017-01-01,Dec-Feb 2017,YBYK,108682.91765130498,25-49,Over 6 and up to 12 months,level,People
2017-02-01,Jan-Mar 2017,YBYK,106363.36434169763,25-49,Over 6 and up to 12 months,level,People
2017-03-01,Feb-Apr 2017,YBYK,102494.16650932905,25-49,Over 6 and up to 12 months,level,People
2017-04-01,Mar-May 2017,YBYK,94214.5174528417,25-49,Over 6 and up to 12 months,level,People
2017-05-01,Apr-Jun 2017,YBYK,86818.40950294251,25-49,Over 6 and up to 12 months,level,People
2017-06-01,May-Jul 2017,YBYK,88436.55653336545,25-49,Over 6 and up to 12 months,level,People
2017-07-01,Jun-Aug 2017,YBYK,82460.2241991717,25-49,Over 6 and up to 12 months,level,People
2017-08-01,Jul-Sep 2017,YBYK,80283.28728164527,25-49,Over 6 and up to 12 months,level,People
2017-09-01,Aug-Oct 2017,YBYK,82277.72574177373,25-49,Over 6 and up to 12 months,level,People
2017-10-01,Sep-Nov 2017,YBYK,93252.35525378826,25-49,Over 6 and up to 12 months,level,People
2017-11-01,Oct-Dec 2017,YBYK,102676.24230216906,25-49,Over 6 and up to 12 months,level,People
2017-12-01,Nov-Jan 2018,YBYK,110042.56076534475,25-49,Over 6 and up to 12 months,level,People
2018-01-01,Dec-Feb 2018,YBYK,96598.96464245426,25-49,Over 6 and up to 12 months,level,People
2018-02-01,Jan-Mar 2018,YBYK,94209.355653918,25-49,Over 6 and up to 12 months,level,People
2018-03-01,Feb-Apr 2018,YBYK,94012.98635624154,25-49,Over 6 and up to 12 months,level,People
2018-04-01,Mar-May 2018,YBYK,93390.50392756569,25-49,Over 6 and up to 12 months,level,People
2018-05-01,Apr-Jun 2018,YBYK,93117.53481587369,25-49,Over 6 and up to 12 months,level,People
2018-06-01,May-Jul 2018,YBYK,83666.33277374717,25-49,Over 6 and up to 12 months,level,People
2018-07-01,Jun-Aug 2018,YBYK,85518.17575628485,25-49,Over 6 and up to 12 months,level,People
2018-08-01,Jul-Sep 2018,YBYK,86689.26708597357,25-49,Over 6 and up to 12 months,level,People
2018-09-01,Aug-Oct 2018,YBYK,91239.03255284554,25-49,Over 6 and up to 12 months,level,People
2018-10-01,Sep-Nov 2018,YBYK,90719.5362745005,25-49,Over 6 and up to 12 months,level,People
2018-11-01,Oct-Dec 2018,YBYK,84893.49703538642,25-49,Over 6 and up to 12 months,level,People
2018-12-01,Nov-Jan 2019,YBYK,85188.57476846014,25-49,Over 6 and up to 12 months,level,People
2019-01-01,Dec-Feb 2019,YBYK,83204.46768375626,25-49,Over 6 and up to 12 months,level,People
2019-02-01,Jan-Mar 2019,YBYK,75980.42137482818,25-49,Over 6 and up to 12 months,level,People
2019-03-01,Feb-Apr 2019,YBYK,70714.8950029873,25-49,Over 6 and up to 12 months,level,People
2019-04-01,Mar-May 2019,YBYK,68284.74301926025,25-49,Over 6 and up to 12 months,level,People
2019-05-01,Apr-Jun 2019,YBYK,76397.98977463,25-49,Over 6 and up to 12 months,level,People
2019-06-01,May-Jul 2019,YBYK,68579.12275789093,25-49,Over 6 and up to 12 months,level,People
2019-07-01,Jun-Aug 2019,YBYK,69120.17338568717,25-49,Over 6 and up to 12 months,level,People
2019-08-01,Jul-Sep 2019,YBYK,72288.63102376007,25-49,Over 6 and up to 12 months,level,People
2019-09-01,Aug-Oct 2019,YBYK,75811.05771824959,25-49,Over 6 and up to 12 months,level,People
2019-10-01,Sep-Nov 2019,YBYK,86020.05697032345,25-49,Over 6 and up to 12 months,level,People
2019-11-01,Oct-Dec 2019,YBYK,85966.6693519215,25-49,Over 6 and up to 12 months,level,People
2019-12-01,Nov-Jan 2020,YBYK,80614.96210431238,25-49,Over 6 and up to 12 months,level,People
2020-01-01,Dec-Feb 2020,YBYK,80849.81219023211,25-49,Over 6 and up to 12 months,level,People
2020-02-01,Jan-Mar 2020,YBYK,66759.70706984511,25-49,Over 6 and up to 12 months,level,People
2020-03-01,Feb-Apr 2020,YBYK,66713.56240079738,25-49,Over 6 and up to 12 months,level,People
2020-04-01,Mar-May 2020,YBYK,54988.03971526643,25-49,Over 6 and up to 12 months,level,People
2020-05-01,Apr-Jun 2020,YBYK,69362.94254441874,25-49,Over 6 and up to 12 months,level,People
2020-06-01,May-Jul 2020,YBYK,83012.1408928199,25-49,Over 6 and up to 12 months,level,People
2020-07-01,Jun-Aug 2020,YBYK,95866.66407029459,25-49,Over 6 and up to 12 months,level,People
2020-08-01,Jul-Sep 2020,YBYK,106519.85999126144,25-49,Over 6 and up to 12 months,level,People
2020-09-01,Aug-Oct 2020,YBYK,107998.59485750899,25-49,Over 6 and up to 12 months,level,People
2020-10-01,Sep-Nov 2020,YBYK,129999.86843514994,25-49,Over 6 and up to 12 months,level,People
2020-11-01,Oct-Dec 2020,YBYK,134951.89892390667,25-49,Over 6 and up to 12 months,level,People
2020-12-01,Nov-Jan 2021,YBYK,154840.2214894566,25-49,Over 6 and up to 12 months,level,People
2021-01-01,Dec-Feb 2021,YBYK,163661.1375232606,25-49,Over 6 and up to 12 months,level,People
2021-02-01,Jan-Mar 2021,YBYK,185824.4696859044,25-49,Over 6 and up to 12 months,level,People
2021-03-01,Feb-Apr 2021,YBYK,181305.53580744076,25-49,Over 6 and up to 12 months,level,People
2021-04-01,Mar-May 2021,YBYK,167204.1584945373,25-49,Over 6 and up to 12 months,level,People
2021-05-01,Apr-Jun 2021,YBYK,149376.31192601734,25-49,Over 6 and up to 12 months,level,People
2021-06-01,May-Jul 2021,YBYK,137558.14307085506,25-49,Over 6 and up to 12 months,level,People
2021-07-01,Jun-Aug 2021,YBYK,124307.38445869612,25-49,Over 6 and up to 12 months,level,People
2021-08-01,Jul-Sep 2021,YBYK,107788.06140209727,25-49,Over 6 and up to 12 months,level,People
2021-09-01,Aug-Oct 2021,YBYK,96834.94508333274,25-49,Over 6 and up to 12 months,level,People
2021-10-01,Sep-Nov 2021,YBYK,89346.85348194712,25-49,Over 6 and up to 12 months,level,People
2021-11-01,Oct-Dec 2021,YBYK,90076.99336661768,25-49,Over 6 and up to 12 months,level,People
2021-12-01,Nov-Jan 2022,YBYK,85006.85713865623,25-49,Over 6 and up to 12 months,level,People
2022-01-01,Dec-Feb 2022,YBYK,73511.05935063493,25-49,Over 6 and up to 12 months,level,People
2022-02-01,Jan-Mar 2022,YBYK,78329.6380322658,25-49,Over 6 and up to 12 months,level,People
2022-03-01,Feb-Apr 2022,YBYK,66412.91687178043,25-49,Over 6 and up to 12 months,level,People
2022-04-01,Mar-May 2022,YBYK,56472.40897922226,25-49,Over 6 and up to 12 months,level,People
2022-05-01,Apr-Jun 2022,YBYK,79203.3327987224,25-49,Over 6 and up to 12 months,level,People
2022-06-01,May-Jul 2022,YBYK,88494.35348830167,25-49,Over 6 and up to 12 months,level,People
2022-07-01,Jun-Aug 2022,YBYK,85641.90740798948,25-49,Over 6 and up to 12 months,level,People
2022-08-01,Jul-Sep 2022,YBYK,76842.2954567101,25-49,Over 6 and up to 12 months,level,People
2022-09-01,Aug-Oct 2022,YBYK,71637.41329656528,25-49,Over 6 and up to 12 months,level,People
2022-10-01,Sep-Nov 2022,YBYK,75848.93158709987,25-49,Over 6 and up to 12 months,level,People
2022-11-01,Oct-Dec 2022,YBYK,77108.22682439353,25-49,Over 6 and up to 12 months,level,People
2022-12-01,Nov-Jan 2023,YBYK,67547.28559352786,25-49,Over 6 and up to 12 months,level,People
2023-01-01,Dec-Feb 2023,YBYK,57808.234584790946,25-49,Over 6 and up to 12 months,level,People
2023-02-01,Jan-Mar 2023,YBYK,60563.70204101713,25-49,Over 6 and up to 12 months,level,People
2023-03-01,Feb-Apr 2023,YBYK,62574.6448206829,25-49,Over 6 and up to 12 months,level,People
2023-04-01,Mar-May 2023,YBYK,74666.2867035594,25-49,Over 6 and up to 12 months,level,People
2023-05-01,Apr-Jun 2023,YBYK,72790.45482790796,25-49,Over 6 and up to 12 months,level,People
2023-06-01,May-Jul 2023,YBYK,91547.80167722328,25-49,Over 6 and up to 12 months,level,People
1992-04-01,Mar-May 1992,YBYN,554469.4953246139,25-49,All over             12 months,level,People
1992-05-01,Apr-Jun 1992,YBYN,559478.6576852873,25-49,All over             12 months,level,People
1992-06-01,May-Jul 1992,YBYN,585152.3392586851,25-49,All over             12 months,level,People
1992-07-01,Jun-Aug 1992,YBYN,601600.5520483112,25-49,All over             12 months,level,People
1992-08-01,Jul-Sep 1992,YBYN,601070.4296011194,25-49,All over             12 months,level,People
1992-09-01,Aug-Oct 1992,YBYN,621785.2355673056,25-49,All over             12 months,level,People
1992-10-01,Sep-Nov 1992,YBYN,653974.1533461846,25-49,All over             12 months,level,People
1992-11-01,Oct-Dec 1992,YBYN,667511.4912021393,25-49,All over             12 months,level,People
1992-12-01,Nov-Jan 1993,YBYN,684231.1809489764,25-49,All over             12 months,level,People
1993-01-01,Dec-Feb 1993,YBYN,695166.0740035385,25-49,All over             12 months,level,People
1993-02-01,Jan-Mar 1993,YBYN,703386.6812304709,25-49,All over             12 months,level,People
1993-03-01,Feb-Apr 1993,YBYN,705234.8129347725,25-49,All over             12 months,level,People
1993-04-01,Mar-May 1993,YBYN,696346.7463327873,25-49,All over             12 months,level,People
1993-05-01,Apr-Jun 1993,YBYN,697703.6813658514,25-49,All over             12 months,level,People
1993-06-01,May-Jul 1993,YBYN,697403.5501097159,25-49,All over             12 months,level,People
1993-07-01,Jun-Aug 1993,YBYN,690339.6508141077,25-49,All over             12 months,level,People
1993-08-01,Jul-Sep 1993,YBYN,697155.3194027054,25-49,All over             12 months,level,People
1993-09-01,Aug-Oct 1993,YBYN,702237.2761419314,25-49,All over             12 months,level,People
1993-10-01,Sep-Nov 1993,YBYN,705670.920559453,25-49,All over             12 months,level,People
1993-11-01,Oct-Dec 1993,YBYN,721105.3193382274,25-49,All over             12 months,level,People
1993-12-01,Nov-Jan 1994,YBYN,717859.2136393321,25-49,All over             12 months,level,People
1994-01-01,Dec-Feb 1994,YBYN,700244.0630728606,25-49,All over             12 months,level,People
1994-02-01,Jan-Mar 1994,YBYN,690679.8451983775,25-49,All over             12 months,level,People
1994-03-01,Feb-Apr 1994,YBYN,693490.9458194573,25-49,All over             12 months,level,People
1994-04-01,Mar-May 1994,YBYN,692779.6616275643,25-49,All over             12 months,level,People
1994-05-01,Apr-Jun 1994,YBYN,684085.3543403179,25-49,All over             12 months,level,People
1994-06-01,May-Jul 1994,YBYN,672310.2310762288,25-49,All over             12 months,level,People
1994-07-01,Jun-Aug 1994,YBYN,677276.9570363052,25-49,All over             12 months,level,People
1994-08-01,Jul-Sep 1994,YBYN,663090.6700484017,25-49,All over             12 months,level,People
1994-09-01,Aug-Oct 1994,YBYN,649828.7584639984,25-49,All over             12 months,level,People
1994-10-01,Sep-Nov 1994,YBYN,640262.7241340433,25-49,All over             12 months,level,People
1994-11-01,Oct-Dec 1994,YBYN,623066.3703183905,25-49,All over             12 months,level,People
1994-12-01,Nov-Jan 1995,YBYN,622337.8466333521,25-49,All over             12 months,level,People
1995-01-01,Dec-Feb 1995,YBYN,628112.2620293975,25-49,All over             12 months,level,People
1995-02-01,Jan-Mar 1995,YBYN,637506.9892428307,25-49,All over             12 months,level,People
1995-03-01,Feb-Apr 1995,YBYN,633616.2728748512,25-49,All over             12 months,level,People
1995-04-01,Mar-May 1995,YBYN,632287.5634343987,25-49,All over             12 months,level,People
1995-05-01,Apr-Jun 1995,YBYN,632553.0324604481,25-49,All over             12 months,level,People
1995-06-01,May-Jul 1995,YBYN,627510.5395498008,25-49,All over             12 months,level,People
1995-07-01,Jun-Aug 1995,YBYN,614847.6274036434,25-49,All over             12 months,level,People
1995-08-01,Jul-Sep 1995,YBYN,612687.0014142684,25-49,All over             12 months,level,People
1995-09-01,Aug-Oct 1995,YBYN,600130.735742772,25-49,All over             12 months,level,People
1995-10-01,Sep-Nov 1995,YBYN,582753.646179891,25-49,All over             12 months,level,People
1995-11-01,Oct-Dec 1995,YBYN,559227.7875107734,25-49,All over             12 months,level,People
1995-12-01,Nov-Jan 1996,YBYN,568220.8414221166,25-49,All over             12 months,level,People
1996-01-01,Dec-Feb 1996,YBYN,557598.5321014635,25-49,All over             12 months,level,People
1996-02-01,Jan-Mar 1996,YBYN,546516.1545229412,25-49,All over             12 months,level,People
1996-03-01,Feb-Apr 1996,YBYN,548775.7555464245,25-49,All over             12 months,level,People
1996-04-01,Mar-May 1996,YBYN,538627.8639612206,25-49,All over             12 months,level,People
1996-05-01,Apr-Jun 1996,YBYN,533998.940779831,25-49,All over             12 months,level,People
1996-06-01,May-Jul 1996,YBYN,522512.9735618465,25-49,All over             12 months,level,People
1996-07-01,Jun-Aug 1996,YBYN,520323.8466763354,25-49,All over             12 months,level,People
1996-08-01,Jul-Sep 1996,YBYN,519452.97317956004,25-49,All over             12 months,level,People
1996-09-01,Aug-Oct 1996,YBYN,521306.1617239337,25-49,All over             12 months,level,People
1996-10-01,Sep-Nov 1996,YBYN,507266.2559918823,25-49,All over             12 months,level,People
1996-11-01,Oct-Dec 1996,YBYN,509346.38693683204,25-49,All over             12 months,level,People
1996-12-01,Nov-Jan 1997,YBYN,505150.7002235779,25-49,All over             12 months,level,People
1997-01-01,Dec-Feb 1997,YBYN,489150.8510185181,25-49,All over             12 months,level,People
1997-02-01,Jan-Mar 1997,YBYN,470066.4857757393,25-49,All over             12 months,level,People
1997-03-01,Feb-Apr 1997,YBYN,459424.7587846492,25-49,All over             12 months,level,People
1997-04-01,Mar-May 1997,YBYN,448680.23102044954,25-49,All over             12 months,level,People
1997-05-01,Apr-Jun 1997,YBYN,439625.38867215195,25-49,All over             12 months,level,People
1997-06-01,May-Jul 1997,YBYN,428172.1426630329,25-49,All over             12 months,level,People
1997-07-01,Jun-Aug 1997,YBYN,404884.8696816792,25-49,All over             12 months,level,People
1997-08-01,Jul-Sep 1997,YBYN,383026.31341955415,25-49,All over             12 months,level,People
1997-09-01,Aug-Oct 1997,YBYN,360121.1168344173,25-49,All over             12 months,level,People
1997-10-01,Sep-Nov 1997,YBYN,357223.35237635794,25-49,All over             12 months,level,People
1997-11-01,Oct-Dec 1997,YBYN,343719.4474368406,25-49,All over             12 months,level,People
1997-12-01,Nov-Jan 1998,YBYN,338661.53069562756,25-49,All over             12 months,level,People
1998-01-01,Dec-Feb 1998,YBYN,331872.0639202461,25-49,All over             12 months,level,People
1998-02-01,Jan-Mar 1998,YBYN,326605.96900275565,25-49,All over             12 months,level,People
1998-03-01,Feb-Apr 1998,YBYN,320480.34103413473,25-49,All over             12 months,level,People
1998-04-01,Mar-May 1998,YBYN,321649.3587023498,25-49,All over             12 months,level,People
1998-05-01,Apr-Jun 1998,YBYN,317137.5048111802,25-49,All over             12 months,level,People
1998-06-01,May-Jul 1998,YBYN,308638.44636684196,25-49,All over             12 months,level,People
1998-07-01,Jun-Aug 1998,YBYN,297701.35980847245,25-49,All over             12 months,level,People
1998-08-01,Jul-Sep 1998,YBYN,301335.93343958806,25-49,All over             12 months,level,People
1998-09-01,Aug-Oct 1998,YBYN,299569.9760770749,25-49,All over             12 months,level,People
1998-10-01,Sep-Nov 1998,YBYN,293427.12658610794,25-49,All over             12 months,level,People
1998-11-01,Oct-Dec 1998,YBYN,292762.4531382377,25-49,All over             12 months,level,People
1998-12-01,Nov-Jan 1999,YBYN,292820.9494230938,25-49,All over             12 months,level,People
1999-01-01,Dec-Feb 1999,YBYN,291423.12497846584,25-49,All over             12 months,level,People
1999-02-01,Jan-Mar 1999,YBYN,290408.07928973064,25-49,All over             12 months,level,People
1999-03-01,Feb-Apr 1999,YBYN,295146.5636843042,25-49,All over             12 months,level,People
1999-04-01,Mar-May 1999,YBYN,298661.9729683214,25-49,All over             12 months,level,People
1999-05-01,Apr-Jun 1999,YBYN,290627.37000046077,25-49,All over             12 months,level,People
1999-06-01,May-Jul 1999,YBYN,291727.1238260308,25-49,All over             12 months,level,People
1999-07-01,Jun-Aug 1999,YBYN,286641.4938359231,25-49,All over             12 months,level,People
1999-08-01,Jul-Sep 1999,YBYN,296620.19280830113,25-49,All over             12 months,level,People
1999-09-01,Aug-Oct 1999,YBYN,294655.69852020545,25-49,All over             12 months,level,People
1999-10-01,Sep-Nov 1999,YBYN,291654.3989379695,25-49,All over             12 months,level,People
1999-11-01,Oct-Dec 1999,YBYN,282467.24775785423,25-49,All over             12 months,level,People
1999-12-01,Nov-Jan 2000,YBYN,279567.72248587396,25-49,All over             12 months,level,People
2000-01-01,Dec-Feb 2000,YBYN,280612.28873417794,25-49,All over             12 months,level,People
2000-02-01,Jan-Mar 2000,YBYN,269017.1160249313,25-49,All over             12 months,level,People
2000-03-01,Feb-Apr 2000,YBYN,258228.35334930266,25-49,All over             12 months,level,People
2000-04-01,Mar-May 2000,YBYN,250646.6219942668,25-49,All over             12 months,level,People
2000-05-01,Apr-Jun 2000,YBYN,253226.72609159182,25-49,All over             12 months,level,People
2000-06-01,May-Jul 2000,YBYN,245961.5377134898,25-49,All over             12 months,level,People
2000-07-01,Jun-Aug 2000,YBYN,238908.73023453407,25-49,All over             12 months,level,People
2000-08-01,Jul-Sep 2000,YBYN,235449.46576807246,25-49,All over             12 months,level,People
2000-09-01,Aug-Oct 2000,YBYN,235413.86690162474,25-49,All over             12 months,level,People
2000-10-01,Sep-Nov 2000,YBYN,229823.78159639123,25-49,All over             12 months,level,People
2000-11-01,Oct-Dec 2000,YBYN,224398.80783421552,25-49,All over             12 months,level,People
2000-12-01,Nov-Jan 2001,YBYN,224996.6186861383,25-49,All over             12 months,level,People
2001-01-01,Dec-Feb 2001,YBYN,224657.26409565384,25-49,All over             12 months,level,People
2001-02-01,Jan-Mar 2001,YBYN,221724.17615544872,25-49,All over             12 months,level,People
2001-03-01,Feb-Apr 2001,YBYN,225519.10729491097,25-49,All over             12 months,level,People
2001-04-01,Mar-May 2001,YBYN,223150.67330165918,25-49,All over             12 months,level,People
2001-05-01,Apr-Jun 2001,YBYN,227733.82132827683,25-49,All over             12 months,level,People
2001-06-01,May-Jul 2001,YBYN,220207.0458828117,25-49,All over             12 months,level,People
2001-07-01,Jun-Aug 2001,YBYN,215529.04307289893,25-49,All over             12 months,level,People
2001-08-01,Jul-Sep 2001,YBYN,216366.95442897765,25-49,All over             12 months,level,People
2001-09-01,Aug-Oct 2001,YBYN,210919.19921324728,25-49,All over             12 months,level,People
2001-10-01,Sep-Nov 2001,YBYN,209202.258113314,25-49,All over             12 months,level,People
2001-11-01,Oct-Dec 2001,YBYN,203616.25153134018,25-49,All over             12 months,level,People
2001-12-01,Nov-Jan 2002,YBYN,201443.68161571532,25-49,All over             12 months,level,People
2002-01-01,Dec-Feb 2002,YBYN,192187.50910764476,25-49,All over             12 months,level,People
2002-02-01,Jan-Mar 2002,YBYN,193069.0597557596,25-49,All over             12 months,level,People
2002-03-01,Feb-Apr 2002,YBYN,195951.6448509134,25-49,All over             12 months,level,People
2002-04-01,Mar-May 2002,YBYN,194007.6055070596,25-49,All over             12 months,level,People
2002-05-01,Apr-Jun 2002,YBYN,182866.87559510776,25-49,All over             12 months,level,People
2002-06-01,May-Jul 2002,YBYN,179263.60355928337,25-49,All over             12 months,level,People
2002-07-01,Jun-Aug 2002,YBYN,175833.8877863792,25-49,All over             12 months,level,People
2002-08-01,Jul-Sep 2002,YBYN,176122.97585147855,25-49,All over             12 months,level,People
2002-09-01,Aug-Oct 2002,YBYN,179653.91201552792,25-49,All over             12 months,level,People
2002-10-01,Sep-Nov 2002,YBYN,170170.84512184298,25-49,All over             12 months,level,People
2002-11-01,Oct-Dec 2002,YBYN,167188.83353087073,25-49,All over             12 months,level,People
2002-12-01,Nov-Jan 2003,YBYN,160243.70203344512,25-49,All over             12 months,level,People
2003-01-01,Dec-Feb 2003,YBYN,169933.3145174766,25-49,All over             12 months,level,People
2003-02-01,Jan-Mar 2003,YBYN,175629.10431545688,25-49,All over             12 months,level,People
2003-03-01,Feb-Apr 2003,YBYN,174535.4100118976,25-49,All over             12 months,level,People
2003-04-01,Mar-May 2003,YBYN,175191.23805950407,25-49,All over             12 months,level,People
2003-05-01,Apr-Jun 2003,YBYN,166351.56969736452,25-49,All over             12 months,level,People
2003-06-01,May-Jul 2003,YBYN,173075.99862064235,25-49,All over             12 months,level,People
2003-07-01,Jun-Aug 2003,YBYN,169073.25696090222,25-49,All over             12 months,level,People
2003-08-01,Jul-Sep 2003,YBYN,166404.93080429116,25-49,All over             12 months,level,People
2003-09-01,Aug-Oct 2003,YBYN,165980.43504072016,25-49,All over             12 months,level,People
2003-10-01,Sep-Nov 2003,YBYN,164206.07739883463,25-49,All over             12 months,level,People
2003-11-01,Oct-Dec 2003,YBYN,172560.94433518278,25-49,All over             12 months,level,People
2003-12-01,Nov-Jan 2004,YBYN,168199.0530789663,25-49,All over             12 months,level,People
