geography_code,geography_name,age,gender,Claimant count,Population estimate,Claimants percentage
E14000863,Norwich North,Aged 16-24,Total,385.0,8632.0,4.46014828544949
E14000864,Norwich South,Aged 16+,Total,2675.0,89544.0,2.987358170285
E14000864,Norwich South,Aged 16-24,Total,595.0,22001.0,2.704422526248807
E14000865,Nottingham East,Aged 16+,Total,5275.0,93283.0,5.654835286172186
E14000865,Nottingham East,Aged 16-24,Total,895.0,26219.0,3.413555055494107
E14000866,Nottingham North,Aged 16+,Total,4385.0,75547.0,5.804333726024859
E14000866,Nottingham North,Aged 16-24,Total,920.0,10881.0,8.455105229298777
E14000867,Nottingham South,Aged 16+,Total,3360.0,105651.0,3.1802822500496917
E14000867,Nottingham South,Aged 16-24,Total,585.0,37970.0,1.540690018435607
E14000868,Nuneaton,Aged 16+,Total,2365.0,77019.0,3.0706708734208443
E14000868,Nuneaton,Aged 16-24,Total,505.0,9038.0,5.587519362690861
E14000869,Old Bexley and Sidcup,Aged 16+,Total,1250.0,72487.0,1.7244471422461958
E14000869,Old Bexley and Sidcup,Aged 16-24,Total,200.0,8842.0,2.261931689662972
E14000870,Oldham East and Saddleworth,Aged 16+,Total,4210.0,83869.0,5.019733155277874
E14000870,Oldham East and Saddleworth,Aged 16-24,Total,785.0,11331.0,6.927896919954109
E14000871,Oldham West and Royton,Aged 16+,Total,4960.0,83464.0,5.942681874820281
E14000871,Oldham West and Royton,Aged 16-24,Total,900.0,12610.0,7.137192704203013
E14000872,Orpington,Aged 16+,Total,1555.0,73291.0,2.1216793330695447
E14000872,Orpington,Aged 16-24,Total,250.0,7740.0,3.229974160206718
E14000873,Oxford East,Aged 16+,Total,2520.0,99396.0,2.535313292285404
E14000873,Oxford East,Aged 16-24,Total,375.0,30295.0,1.237828024426473
E14000874,Oxford West and Abingdon,Aged 16+,Total,1315.0,90062.0,1.4601052608203238
E14000874,Oxford West and Abingdon,Aged 16-24,Total,180.0,12778.0,1.4086711535451557
E14000875,Pendle,Aged 16+,Total,3485.0,72617.0,4.799151713786029
E14000875,Pendle,Aged 16-24,Total,585.0,8514.0,6.871035940803383
E14000876,Penistone and Stocksbridge,Aged 16+,Total,1130.0,74279.0,1.5212913474871768
E14000876,Penistone and Stocksbridge,Aged 16-24,Total,260.0,7112.0,3.655793025871766
E14000877,Penrith and The Border,Aged 16+,Total,905.0,70602.0,1.2818333758250473
E14000877,Penrith and The Border,Aged 16-24,Total,110.0,6525.0,1.6858237547892718
E14000878,Peterborough,Aged 16+,Total,5420.0,95336.0,5.685155659981539
E14000878,Peterborough,Aged 16-24,Total,930.0,11628.0,7.9979360165118685
E14000879,"Plymouth, Moor View",Aged 16+,Total,1880.0,74629.0,2.5191279529405457
E14000879,"Plymouth, Moor View",Aged 16-24,Total,470.0,9102.0,5.1637002856515055
E14000880,"Plymouth, Sutton and Devonport",Aged 16+,Total,3595.0,95484.0,3.7650286959071675
E14000880,"Plymouth, Sutton and Devonport",Aged 16-24,Total,780.0,21013.0,3.7119878170656264
E14000881,Poole,Aged 16+,Total,1805.0,81766.0,2.2075190176846125
E14000881,Poole,Aged 16-24,Total,295.0,8413.0,3.5064780696541065
E14000882,Poplar and Limehouse,Aged 16+,Total,6960.0,138208.0,5.0358879370224585
E14000882,Poplar and Limehouse,Aged 16-24,Total,1125.0,19993.0,5.626969439303756
E14000883,Portsmouth North,Aged 16+,Total,2580.0,78889.0,3.270417928988832
E14000883,Portsmouth North,Aged 16-24,Total,490.0,9733.0,5.034418986951608
E14000884,Portsmouth South,Aged 16+,Total,4180.0,96447.0,4.333986541831265
E14000884,Portsmouth South,Aged 16-24,Total,705.0,26437.0,2.666717101032644
E14000885,Preston,Aged 16+,Total,4005.0,77002.0,5.2011636061401
E14000885,Preston,Aged 16-24,Total,710.0,16203.0,4.381904585570574
E14000886,Pudsey,Aged 16+,Total,1350.0,73559.0,1.8352614907761116
E14000886,Pudsey,Aged 16-24,Total,290.0,8295.0,3.496081977094635
E14000887,Putney,Aged 16+,Total,2805.0,80919.0,3.466429392355318
E14000887,Putney,Aged 16-24,Total,360.0,10057.0,3.579596301083822
E14000888,Rayleigh and Wickford,Aged 16+,Total,1190.0,83984.0,1.416936559344637
E14000888,Rayleigh and Wickford,Aged 16-24,Total,220.0,9177.0,2.397297591805601
E14000889,Reading East,Aged 16+,Total,2810.0,92047.0,3.0527882494812433
E14000889,Reading East,Aged 16-24,Total,415.0,16571.0,2.504375113149478
E14000890,Reading West,Aged 16+,Total,2960.0,80482.0,3.6778410079272383
E14000890,Reading West,Aged 16-24,Total,495.0,9203.0,5.3786808649353475
E14000891,Redcar,Aged 16+,Total,2430.0,71301.0,3.40808684310178
E14000891,Redcar,Aged 16-24,Total,580.0,8231.0,7.046531405661524
E14000892,Redditch,Aged 16+,Total,2135.0,73288.0,2.913164501691955
E14000892,Redditch,Aged 16-24,Total,420.0,8216.0,5.111976630963973
E14000893,Reigate,Aged 16+,Total,1340.0,84854.0,1.5791830673863343
E14000893,Reigate,Aged 16-24,Total,220.0,9134.0,2.40858331508649
E14000894,Ribble Valley,Aged 16+,Total,1270.0,85338.0,1.4881998640699337
E14000894,Ribble Valley,Aged 16-24,Total,215.0,9277.0,2.317559555890913
E14000895,Richmond (Yorks),Aged 16+,Total,1145.0,92463.0,1.2383331711062804
E14000895,Richmond (Yorks),Aged 16-24,Total,235.0,9440.0,2.489406779661017
E14000896,Richmond Park,Aged 16+,Total,1865.0,101852.0,1.8310882456898245
E14000896,Richmond Park,Aged 16-24,Total,235.0,11250.0,2.0888888888888886
E14000897,Rochdale,Aged 16+,Total,4765.0,88038.0,5.412435539198982
E14000897,Rochdale,Aged 16-24,Total,790.0,12568.0,6.285805219605346
E14000898,Rochester and Strood,Aged 16+,Total,2670.0,91468.0,2.91905365810994
E14000898,Rochester and Strood,Aged 16-24,Total,490.0,11636.0,4.211069095909247
E14000899,Rochford and Southend East,Aged 16+,Total,3590.0,85446.0,4.201483978185053
E14000899,Rochford and Southend East,Aged 16-24,Total,675.0,10283.0,6.564232227949042
E14000900,Romford,Aged 16+,Total,2985.0,85349.0,3.497404773342394
E14000900,Romford,Aged 16-24,Total,420.0,10372.0,4.049363671423062
E14000901,Romsey and Southampton North,Aged 16+,Total,1190.0,77201.0,1.5414308104817296
E14000901,Romsey and Southampton North,Aged 16-24,Total,195.0,13392.0,1.4560931899641578
E14000902,Rossendale and Darwen,Aged 16+,Total,2295.0,79794.0,2.8761561019625534
E14000902,Rossendale and Darwen,Aged 16-24,Total,470.0,8936.0,5.259623992837959
E14000903,Rother Valley,Aged 16+,Total,1670.0,78914.0,2.1162277922802035
E14000903,Rother Valley,Aged 16-24,Total,400.0,8664.0,4.616805170821792
E14000904,Rotherham,Aged 16+,Total,3685.0,73711.0,4.9992538427100435
E14000904,Rotherham,Aged 16-24,Total,825.0,9727.0,8.481546211576026
E14000905,Rugby,Aged 16+,Total,1835.0,84643.0,2.1679288304998643
E14000905,Rugby,Aged 16-24,Total,310.0,9456.0,3.27834179357022
E14000906,"Ruislip, Northwood and Pinner",Aged 16+,Total,1565.0,78261.0,1.9997188893574067
E14000906,"Ruislip, Northwood and Pinner",Aged 16-24,Total,225.0,7523.0,2.990828127076964
E14000907,Runnymede and Weybridge,Aged 16+,Total,1720.0,92224.0,1.865024288688411
E14000907,Runnymede and Weybridge,Aged 16-24,Total,280.0,14779.0,1.894580147506597
E14000908,Rushcliffe,Aged 16+,Total,1180.0,84671.0,1.3936294599095322
E14000908,Rushcliffe,Aged 16-24,Total,200.0,10297.0,1.942313295134505
E14000909,Rutland and Melton,Aged 16+,Total,1430.0,88191.0,1.621480649952943
E14000909,Rutland and Melton,Aged 16-24,Total,215.0,8885.0,2.4198086662915026
E14000910,Saffron Walden,Aged 16+,Total,1445.0,94813.0,1.5240526088194657
E14000910,Saffron Walden,Aged 16-24,Total,185.0,10262.0,1.8027674917170142
E14000911,Salford and Eccles,Aged 16+,Total,4560.0,105287.0,4.33101902419102
E14000911,Salford and Eccles,Aged 16-24,Total,870.0,18200.0,4.78021978021978
E14000912,Salisbury,Aged 16+,Total,1430.0,80112.0,1.7850009986019573
E14000912,Salisbury,Aged 16-24,Total,240.0,7654.0,3.135615364515286
E14000913,Scarborough and Whitby,Aged 16+,Total,1865.0,81461.0,2.2894391181055966
E14000913,Scarborough and Whitby,Aged 16-24,Total,340.0,7995.0,4.252657911194497
E14000914,Scunthorpe,Aged 16+,Total,2610.0,74308.0,3.5124078161167036
E14000914,Scunthorpe,Aged 16-24,Total,540.0,8794.0,6.140550375255857
E14000915,Sedgefield,Aged 16+,Total,1725.0,69951.0,2.4660119226315564
E14000915,Sedgefield,Aged 16-24,Total,375.0,7436.0,5.043033889187735
E14000916,Sefton Central,Aged 16+,Total,860.0,70052.0,1.227659452977788
E14000916,Sefton Central,Aged 16-24,Total,185.0,6783.0,2.727406752174554
E14000917,Selby and Ainsty,Aged 16+,Total,1320.0,86316.0,1.529264562769359
E14000917,Selby and Ainsty,Aged 16-24,Total,215.0,9310.0,2.309344790547798
E14000918,Sevenoaks,Aged 16+,Total,1185.0,78180.0,1.515732924021489
E14000918,Sevenoaks,Aged 16-24,Total,185.0,8148.0,2.270495827196858
E14000919,Sheffield Central,Aged 16+,Total,3820.0,123690.0,3.088366076481526
E14000919,Sheffield Central,Aged 16-24,Total,750.0,44864.0,1.671718972895863
E14000920,Sheffield South East,Aged 16+,Total,2810.0,76317.0,3.6820105612117877
E14000920,Sheffield South East,Aged 16-24,Total,620.0,9032.0,6.864481842338352
E14000921,"Sheffield, Brightside and Hillsborough",Aged 16+,Total,4905.0,85384.0,5.744635997376558
E14000921,"Sheffield, Brightside and Hillsborough",Aged 16-24,Total,1110.0,11521.0,9.63458033156844
E14000922,"Sheffield, Hallam",Aged 16+,Total,780.0,76191.0,1.0237429617671379
E14000922,"Sheffield, Hallam",Aged 16-24,Total,155.0,12801.0,1.210842902898211
E14000923,"Sheffield, Heeley",Aged 16+,Total,3040.0,76810.0,3.9578179924489
E14000923,"Sheffield, Heeley",Aged 16-24,Total,665.0,8754.0,7.5965273018048896
E14000924,Sherwood,Aged 16+,Total,1915.0,83709.0,2.2876871065237907
E14000924,Sherwood,Aged 16-24,Total,365.0,8918.0,4.092845929580624
E14000925,Shipley,Aged 16+,Total,1860.0,78366.0,2.373478294158181
E14000925,Shipley,Aged 16-24,Total,400.0,7777.0,5.143371480005143
E14000926,Shrewsbury and Atcham,Aged 16+,Total,1570.0,90989.0,1.7254833001791425
E14000926,Shrewsbury and Atcham,Aged 16-24,Total,305.0,9683.0,3.1498502530207575
E14000927,Sittingbourne and Sheppey,Aged 16+,Total,2985.0,95727.0,3.1182425021153906
E14000927,Sittingbourne and Sheppey,Aged 16-24,Total,620.0,12158.0,5.0995229478532655
E14000928,Skipton and Ripon,Aged 16+,Total,1065.0,84429.0,1.2614149166755497
E14000928,Skipton and Ripon,Aged 16-24,Total,175.0,7668.0,2.2822117892540428
E14000929,Sleaford and North Hykeham,Aged 16+,Total,1495.0,99845.0,1.4973208473133357
E14000929,Sleaford and North Hykeham,Aged 16-24,Total,290.0,9547.0,3.0376034356342307
E14000930,Slough,Aged 16+,Total,5290.0,104804.0,5.047517270333193
E14000930,Slough,Aged 16-24,Total,750.0,13926.0,5.385609651012495
E14000931,Solihull,Aged 16+,Total,1660.0,83801.0,1.9808832830157157
E14000931,Solihull,Aged 16-24,Total,325.0,9352.0,3.47519247219846
E14000932,Somerton and Frome,Aged 16+,Total,1440.0,90094.0,1.5983306324505515
E14000932,Somerton and Frome,Aged 16-24,Total,235.0,8541.0,2.7514342582835734
E14000933,South Basildon and East Thurrock,Aged 16+,Total,2400.0,80532.0,2.9801817910892563
E14000933,South Basildon and East Thurrock,Aged 16-24,Total,455.0,9720.0,4.681069958847737
E14000934,South Cambridgeshire,Aged 16+,Total,1305.0,95056.0,1.3728749368793132
E14000934,South Cambridgeshire,Aged 16-24,Total,180.0,10836.0,1.6611295681063125
E14000935,South Derbyshire,Aged 16+,Total,1700.0,88958.0,1.9110141864700194
E14000935,South Derbyshire,Aged 16-24,Total,305.0,10055.0,3.0333167578319244
E14000936,South Dorset,Aged 16+,Total,1775.0,79641.0,2.228751522457026
E14000936,South Dorset,Aged 16-24,Total,330.0,8136.0,4.056047197640118
E14000937,South East Cambridgeshire,Aged 16+,Total,1500.0,98881.0,1.5169749496869975
E14000937,South East Cambridgeshire,Aged 16-24,Total,225.0,10229.0,2.199628507185453
E14000938,South East Cornwall,Aged 16+,Total,1460.0,76040.0,1.9200420831141505
E14000938,South East Cornwall,Aged 16-24,Total,265.0,7249.0,3.6556766450544904
E14000939,South Holland and The Deepings,Aged 16+,Total,1935.0,90522.0,2.1376019089282163
E14000939,South Holland and The Deepings,Aged 16-24,Total,325.0,9065.0,3.5852178709321567
E14000940,South Leicestershire,Aged 16+,Total,1370.0,88327.0,1.5510546039149977
E14000940,South Leicestershire,Aged 16-24,Total,275.0,9612.0,2.8610070744902205
E14000941,South Norfolk,Aged 16+,Total,1405.0,93227.0,1.5070741308848294
E14000941,South Norfolk,Aged 16-24,Total,260.0,9041.0,2.8757880765402057
E14000942,South Northamptonshire,Aged 16+,Total,1365.0,96378.0,1.4162983253439583
E14000942,South Northamptonshire,Aged 16-24,Total,200.0,10289.0,1.943823500826125
E14000943,South Ribble,Aged 16+,Total,1425.0,82093.0,1.7358361857892877
E14000943,South Ribble,Aged 16-24,Total,285.0,8722.0,3.2675991745012607
E14000944,South Shields,Aged 16+,Total,3025.0,69383.0,4.3598576020062545
E14000944,South Shields,Aged 16-24,Total,610.0,7977.0,7.64698508211107
E14000945,South Staffordshire,Aged 16+,Total,1540.0,82126.0,1.8751674256630058
E14000945,South Staffordshire,Aged 16-24,Total,315.0,8819.0,3.5718335412178255
E14000946,South Suffolk,Aged 16+,Total,1385.0,80786.0,1.7144059614289604
E14000946,South Suffolk,Aged 16-24,Total,240.0,8069.0,2.974346263477506
E14000947,South Swindon,Aged 16+,Total,2675.0,87139.0,3.0698080078954315
E14000947,South Swindon,Aged 16-24,Total,500.0,10062.0,4.969191015702644
E14000948,South Thanet,Aged 16+,Total,3160.0,82395.0,3.8351841737969536
E14000948,South Thanet,Aged 16-24,Total,640.0,9141.0,7.001422163877037
E14000949,South West Bedfordshire,Aged 16+,Total,2015.0,92360.0,2.181680381117367
E14000949,South West Bedfordshire,Aged 16-24,Total,340.0,9783.0,3.4754165388939997
E14000950,South West Devon,Aged 16+,Total,860.0,74751.0,1.150486281119985
E14000950,South West Devon,Aged 16-24,Total,185.0,7526.0,2.4581450969970766
E14000951,South West Hertfordshire,Aged 16+,Total,1415.0,88866.0,1.5922850133909483
E14000951,South West Hertfordshire,Aged 16-24,Total,220.0,9784.0,2.248569092395748
E14000952,South West Norfolk,Aged 16+,Total,1645.0,89936.0,1.8290784557907847
E14000952,South West Norfolk,Aged 16-24,Total,300.0,9095.0,3.2985156679494225
E14000953,South West Surrey,Aged 16+,Total,1185.0,85377.0,1.3879616290101549
E14000953,South West Surrey,Aged 16-24,Total,160.0,9649.0,1.6582029225826511
E14000954,South West Wiltshire,Aged 16+,Total,1545.0,85381.0,1.8095360794556166
E14000954,South West Wiltshire,Aged 16-24,Total,275.0,8662.0,3.1747864234587855
E14000955,"Southampton, Itchen",Aged 16+,Total,3155.0,89116.0,3.5403294582342113
E14000955,"Southampton, Itchen",Aged 16-24,Total,610.0,17148.0,3.557266153487287
E14000956,"Southampton, Test",Aged 16+,Total,3545.0,90779.0,3.9050881811872786
E14000956,"Southampton, Test",Aged 16-24,Total,625.0,18862.0,3.3135404517018343
E14000957,Southend West,Aged 16+,Total,1830.0,75101.0,2.436718552349503
E14000957,Southend West,Aged 16-24,Total,305.0,7646.0,3.989013863458017
E14000958,Southport,Aged 16+,Total,1675.0,77271.0,2.1676955131938245
E14000958,Southport,Aged 16-24,Total,285.0,7721.0,3.6912317057375987
E14000959,Spelthorne,Aged 16+,Total,2100.0,80036.0,2.6238192813234043
E14000959,Spelthorne,Aged 16-24,Total,350.0,8648.0,4.047178538390379
E14000960,St Albans,Aged 16+,Total,1585.0,82015.0,1.9325733097604096
E14000960,St Albans,Aged 16-24,Total,220.0,8813.0,2.496312265970725
E14000961,St Austell and Newquay,Aged 16+,Total,2290.0,89652.0,2.5543211529023333
E14000961,St Austell and Newquay,Aged 16-24,Total,410.0,9001.0,4.555049438951228
E14000962,St Helens North,Aged 16+,Total,2200.0,81481.0,2.7000159546397318
E14000962,St Helens North,Aged 16-24,Total,490.0,8991.0,5.449894338783228
E14000963,St Helens South and Whiston,Aged 16+,Total,2790.0,84676.0,3.294912371864519
E14000963,St Helens South and Whiston,Aged 16-24,Total,655.0,9981.0,6.562468690511973
E14000964,St Ives,Aged 16+,Total,1590.0,73508.0,2.163029874299396
E14000964,St Ives,Aged 16-24,Total,295.0,7150.0,4.125874125874126
E14000965,Stafford,Aged 16+,Total,1725.0,82732.0,2.0850456896968526
E14000965,Stafford,Aged 16-24,Total,315.0,9097.0,3.462680004397054
E14000966,Staffordshire Moorlands,Aged 16+,Total,995.0,66141.0,1.5043618935304879
E14000966,Staffordshire Moorlands,Aged 16-24,Total,175.0,6561.0,2.66727632982777
E14000967,Stalybridge and Hyde,Aged 16+,Total,2590.0,75978.0,3.4088815183342542
E14000967,Stalybridge and Hyde,Aged 16-24,Total,535.0,8943.0,5.982332550598233
E14000968,Stevenage,Aged 16+,Total,1980.0,78410.0,2.525188113761
E14000968,Stevenage,Aged 16-24,Total,360.0,9141.0,3.9382999671808334
E14000969,Stockport,Aged 16+,Total,2700.0,71762.0,3.7624369443438033
E14000969,Stockport,Aged 16-24,Total,545.0,8188.0,6.6560820713238895
E14000970,Stockton North,Aged 16+,Total,2740.0,74028.0,3.7013022099746045
E14000970,Stockton North,Aged 16-24,Total,640.0,8187.0,7.817271283742519
E14000971,Stockton South,Aged 16+,Total,2055.0,83981.0,2.4469820554649266
E14000971,Stockton South,Aged 16-24,Total,405.0,9361.0,4.326460848199979
E14000972,Stoke-on-Trent Central,Aged 16+,Total,3740.0,70550.0,5.301204819277109
E14000972,Stoke-on-Trent Central,Aged 16-24,Total,735.0,12173.0,6.037952846463485
E14000973,Stoke-on-Trent North,Aged 16+,Total,3595.0,79094.0,4.545224669380737
E14000973,Stoke-on-Trent North,Aged 16-24,Total,670.0,9831.0,6.815176482555183
E14000974,Stoke-on-Trent South,Aged 16+,Total,2575.0,71378.0,3.607554148337023
E14000974,Stoke-on-Trent South,Aged 16-24,Total,515.0,8634.0,5.964790363678481
E14000975,Stone,Aged 16+,Total,990.0,73228.0,1.351941880155132
E14000975,Stone,Aged 16-24,Total,155.0,6808.0,2.2767332549941246
E14000976,Stourbridge,Aged 16+,Total,2210.0,74014.0,2.985921582403329
E14000976,Stourbridge,Aged 16-24,Total,405.0,8538.0,4.743499648629656
E14000977,Stratford-on-Avon,Aged 16+,Total,1165.0,81054.0,1.4373133960075999
E14000977,Stratford-on-Avon,Aged 16-24,Total,165.0,7947.0,2.0762551906379767
E14000978,Streatham,Aged 16+,Total,4875.0,100007.0,4.8746587738858285
E14000978,Streatham,Aged 16-24,Total,540.0,10416.0,5.184331797235023
E14000979,Stretford and Urmston,Aged 16+,Total,2790.0,80093.0,3.483450488806762
E14000979,Stretford and Urmston,Aged 16-24,Total,505.0,9863.0,5.120146000202777
E14000980,Stroud,Aged 16+,Total,1330.0,88312.0,1.5060240963855422
E14000980,Stroud,Aged 16-24,Total,215.0,9086.0,2.3662777900066034
E14000981,Suffolk Coastal,Aged 16+,Total,1225.0,88239.0,1.3882750257822505
E14000981,Suffolk Coastal,Aged 16-24,Total,210.0,7909.0,2.6552029333670504
E14000982,Sunderland Central,Aged 16+,Total,2915.0,85260.0,3.4189537884119168
E14000982,Sunderland Central,Aged 16-24,Total,560.0,11894.0,4.70825626366235
E14000983,Surrey Heath,Aged 16+,Total,1515.0,88825.0,1.7056009006473403
E14000983,Surrey Heath,Aged 16-24,Total,235.0,9782.0,2.4023717031281944
E14000984,Sutton and Cheam,Aged 16+,Total,1745.0,82059.0,2.1265187243324926
E14000984,Sutton and Cheam,Aged 16-24,Total,210.0,8499.0,2.4708789269325804
E14000985,Sutton Coldfield,Aged 16+,Total,1350.0,75862.0,1.7795470723155202
E14000985,Sutton Coldfield,Aged 16-24,Total,260.0,8485.0,3.0642309958750737
E14000986,Tamworth,Aged 16+,Total,2015.0,78103.0,2.579926507304457
E14000986,Tamworth,Aged 16-24,Total,430.0,9427.0,4.56136628832078
E14000987,Tatton,Aged 16+,Total,1150.0,71158.0,1.6161218696422046
E14000987,Tatton,Aged 16-24,Total,180.0,6630.0,2.7149321266968327
E14000988,Taunton Deane,Aged 16+,Total,1820.0,98634.0,1.8452055072287445
E14000988,Taunton Deane,Aged 16-24,Total,335.0,10209.0,3.2814183563522383
E14000989,Telford,Aged 16+,Total,2750.0,77837.0,3.533024140190398
E14000989,Telford,Aged 16-24,Total,610.0,9496.0,6.423757371524852
E14000990,Tewkesbury,Aged 16+,Total,1480.0,91554.0,1.6165323197238786
E14000990,Tewkesbury,Aged 16-24,Total,240.0,9075.0,2.644628099173554
E14000991,The Cotswolds,Aged 16+,Total,1120.0,86617.0,1.2930487086830529
E14000991,The Cotswolds,Aged 16-24,Total,170.0,8650.0,1.9653179190751446
E14000992,The Wrekin,Aged 16+,Total,1625.0,79977.0,2.0318341523187917
E14000992,The Wrekin,Aged 16-24,Total,305.0,11152.0,2.73493543758967
E14000993,Thirsk and Malton,Aged 16+,Total,1180.0,86871.0,1.3583359233806447
E14000993,Thirsk and Malton,Aged 16-24,Total,180.0,8073.0,2.229654403567447
E14000994,Thornbury and Yate,Aged 16+,Total,1100.0,72416.0,1.5190013256738844
E14000994,Thornbury and Yate,Aged 16-24,Total,195.0,7388.0,2.639415268002166
E14000995,Thurrock,Aged 16+,Total,3980.0,100478.0,3.961066104022771
E14000995,Thurrock,Aged 16-24,Total,755.0,12738.0,5.927147118856963
E14000996,Tiverton and Honiton,Aged 16+,Total,1230.0,87528.0,1.4052646010419523
E14000996,Tiverton and Honiton,Aged 16-24,Total,215.0,8175.0,2.6299694189602447
E14000997,Tonbridge and Malling,Aged 16+,Total,1495.0,86210.0,1.7341375710474423
E14000997,Tonbridge and Malling,Aged 16-24,Total,245.0,9911.0,2.472000807183937
E14000998,Tooting,Aged 16+,Total,2790.0,88185.0,3.163803367919714
E14000998,Tooting,Aged 16-24,Total,350.0,10177.0,3.439127444237005
E14000999,Torbay,Aged 16+,Total,2150.0,83608.0,2.5715242560520526
E14000999,Torbay,Aged 16-24,Total,370.0,8187.0,4.5193599609136434
E14001000,Torridge and West Devon,Aged 16+,Total,1320.0,86555.0,1.5250418808849864
E14001000,Torridge and West Devon,Aged 16-24,Total,250.0,7681.0,3.254784533263898
E14001001,Totnes,Aged 16+,Total,1120.0,73884.0,1.5158897731579233
E14001001,Totnes,Aged 16-24,Total,195.0,6480.0,3.009259259259259
E14001002,Tottenham,Aged 16+,Total,8510.0,111143.0,7.656802497683166
E14001002,Tottenham,Aged 16-24,Total,1085.0,16677.0,6.505966300893445
E14001003,Truro and Falmouth,Aged 16+,Total,1525.0,81968.0,1.8604821393714621
E14001003,Truro and Falmouth,Aged 16-24,Total,310.0,12368.0,2.5064683053040104
E14001004,Tunbridge Wells,Aged 16+,Total,1565.0,86903.0,1.8008584283626572
E14001004,Tunbridge Wells,Aged 16-24,Total,225.0,8916.0,2.5235531628532972
E14001005,Twickenham,Aged 16+,Total,1875.0,93544.0,2.004404344479603
E14001005,Twickenham,Aged 16-24,Total,225.0,10086.0,2.2308149910767403
E14001006,Tynemouth,Aged 16+,Total,1740.0,82805.0,2.101322383914015
E14001006,Tynemouth,Aged 16-24,Total,340.0,8463.0,4.017487888455631
E14001007,Uxbridge and South Ruislip,Aged 16+,Total,2920.0,89657.0,3.2568566871521467
E14001007,Uxbridge and South Ruislip,Aged 16-24,Total,500.0,15674.0,3.1899961720045935
E14001008,Vauxhall,Aged 16+,Total,4945.0,105847.0,4.671837652460628
E14001008,Vauxhall,Aged 16-24,Total,675.0,16191.0,4.1689827682045575
E14001009,Wakefield,Aged 16+,Total,2845.0,82068.0,3.4666374226251397
E14001009,Wakefield,Aged 16-24,Total,535.0,9087.0,5.8875316386045995
E14001010,Wallasey,Aged 16+,Total,2255.0,73416.0,3.071537539500926
E14001010,Wallasey,Aged 16-24,Total,525.0,8583.0,6.116742397763019
E14001011,Walsall North,Aged 16+,Total,3985.0,78289.0,5.0901148309468764
E14001011,Walsall North,Aged 16-24,Total,945.0,10508.0,8.99314807765512
E14001012,Walsall South,Aged 16+,Total,4425.0,82244.0,5.380331695929186
E14001012,Walsall South,Aged 16-24,Total,955.0,12583.0,7.589605022649606
E14001013,Walthamstow,Aged 16+,Total,6035.0,92268.0,6.540729180214158
E14001013,Walthamstow,Aged 16-24,Total,845.0,10971.0,7.702123780876857
E14001014,Wansbeck,Aged 16+,Total,1805.0,69498.0,2.5971970416414862
E14001014,Wansbeck,Aged 16-24,Total,440.0,7261.0,6.059771381352431
E14001015,Wantage,Aged 16+,Total,1940.0,99861.0,1.942700353491353
E14001015,Wantage,Aged 16-24,Total,320.0,10573.0,3.026577130426558
E14001016,Warley,Aged 16+,Total,4480.0,76048.0,5.89101620029455
E14001016,Warley,Aged 16-24,Total,840.0,11167.0,7.5221635175069395
E14001017,Warrington North,Aged 16+,Total,1695.0,78531.0,2.1583833135959045
E14001017,Warrington North,Aged 16-24,Total,345.0,8814.0,3.9142273655547988
E14001018,Warrington South,Aged 16+,Total,1590.0,91434.0,1.7389592492945731
E14001018,Warrington South,Aged 16-24,Total,255.0,10242.0,2.4897480960749854
E14001019,Warwick and Leamington,Aged 16+,Total,1635.0,85391.0,1.9147216919815906
E14001019,Warwick and Leamington,Aged 16-24,Total,270.0,13696.0,1.9713785046728973
E14001020,Washington and Sunderland West,Aged 16+,Total,2105.0,70848.0,2.9711495031616986
E14001020,Washington and Sunderland West,Aged 16-24,Total,450.0,8069.0,5.576899244020325
E14001021,Watford,Aged 16+,Total,3230.0,95803.0,3.3715019362650436
E14001021,Watford,Aged 16-24,Total,495.0,11221.0,4.411371535513768
E14001022,Waveney,Aged 16+,Total,2365.0,87372.0,2.7068168291901293
E14001022,Waveney,Aged 16-24,Total,525.0,9228.0,5.689206762028609
E14001023,Wealden,Aged 16+,Total,1365.0,91370.0,1.493925796213199
E14001023,Wealden,Aged 16-24,Total,235.0,9598.0,2.448426755574078
E14001024,Weaver Vale,Aged 16+,Total,1750.0,74016.0,2.364353653264159
E14001024,Weaver Vale,Aged 16-24,Total,365.0,8241.0,4.429074141487684
E14001025,Wellingborough,Aged 16+,Total,2750.0,91109.0,3.0183626205973066
E14001025,Wellingborough,Aged 16-24,Total,535.0,10381.0,5.153646084192275
E14001026,Wells,Aged 16+,Total,1840.0,89401.0,2.058142526369951
E14001026,Wells,Aged 16-24,Total,295.0,9436.0,3.1263247138618055
E14001027,Welwyn Hatfield,Aged 16+,Total,2040.0,96029.0,2.1243582667735788
E14001027,Welwyn Hatfield,Aged 16-24,Total,375.0,17768.0,2.110535794687078
E14001028,Wentworth and Dearne,Aged 16+,Total,2415.0,79809.0,3.0259745141525394
E14001028,Wentworth and Dearne,Aged 16-24,Total,570.0,9068.0,6.2858403176003526
E14001029,West Bromwich East,Aged 16+,Total,3860.0,73252.0,5.269480696772785
E14001029,West Bromwich East,Aged 16-24,Total,785.0,9697.0,8.095287202227492
E14001030,West Bromwich West,Aged 16+,Total,3800.0,74664.0,5.0894674809814635
E14001030,West Bromwich West,Aged 16-24,Total,795.0,9788.0,8.122190437270127
E14001031,West Dorset,Aged 16+,Total,1270.0,84881.0,1.4962123443409008
